equipment_unit_id,site_id,equipment_category,serial_number,installed_date
EQ-00893,ST-0137,compressor,SN-COM-54883,2014-02-04
EQ-00894,ST-0137,compressor,SN-COM-45412,2017-07-06
EQ-00895,ST-0137,conveyor_system,SN-CON-41694,2009-02-11
EQ-00896,ST-0137,switchgear,SN-SWI-72588,2011-10-11
EQ-00897,ST-0137,boiler,SN-BOI-50755,2006-11-12
EQ-00898,ST-0137,control_panel,SN-CON-15545,2010-09-20
EQ-00899,ST-0138,boiler,SN-BOI-32950,2010-08-23
EQ-00900,ST-0138,conveyor_system,SN-CON-15928,2018-01-03
EQ-00901,ST-0138,boiler,SN-BOI-27851,2015-12-15
EQ-00902,ST-0138,conveyor_system,SN-CON-52192,2005-08-15
EQ-00903,ST-0139,chiller,SN-CHI-65254,2013-11-23
EQ-00904,ST-0139,conveyor_system,SN-CON-49912,2006-01-12
EQ-00905,ST-0139,storage_tank,SN-STO-87378,2015-01-25
EQ-00906,ST-0139,conveyor_system,SN-CON-51076,2010-03-25
EQ-00907,ST-0140,chiller,SN-CHI-65319,2005-08-09
EQ-00908,ST-0140,storage_tank,SN-STO-27730,2017-07-16
EQ-00909,ST-0140,hvac_unit,SN-HVA-65071,2007-06-26
EQ-00910,ST-0140,switchgear,SN-SWI-39100,2013-07-20
EQ-00911,ST-0140,chiller,SN-CHI-18549,2014-12-04
EQ-00912,ST-0141,boiler,SN-BOI-64088,2010-10-06
EQ-00913,ST-0141,switchgear,SN-SWI-72777,2011-09-26
EQ-00914,ST-0141,boiler,SN-BOI-91334,2011-09-19
EQ-00915,ST-0142,furnace,SN-FUR-48253,2017-09-18
EQ-00916,ST-0142,control_panel,SN-CON-14505,2007-06-14
EQ-00917,ST-0142,control_panel,SN-CON-14704,2008-07-07
EQ-00918,ST-0142,compressor,SN-COM-77656,2006-10-06
EQ-00919,ST-0142,chiller,SN-CHI-22768,2006-07-26
EQ-00920,ST-0143,boiler,SN-BOI-40934,2016-09-15
EQ-00921,ST-0143,control_panel,SN-CON-43155,2015-11-07
EQ-00922,ST-0143,furnace,SN-FUR-87816,2009-10-19
EQ-00923,ST-0143,chiller,SN-CHI-94473,2018-06-16
EQ-00924,ST-0143,storage_tank,SN-STO-63195,2015-04-20
EQ-00925,ST-0143,furnace,SN-FUR-13260,2012-10-05
EQ-00926,ST-0143,industrial_pump,SN-IND-89288,2018-04-27
EQ-00927,ST-0144,conveyor_system,SN-CON-18736,2006-02-10
EQ-00928,ST-0144,control_panel,SN-CON-94366,2011-02-28
EQ-00929,ST-0144,chiller,SN-CHI-58358,2012-02-15
EQ-00930,ST-0144,industrial_pump,SN-IND-34389,2016-02-28
EQ-00931,ST-0144,industrial_pump,SN-IND-78633,2007-06-09
EQ-00932,ST-0144,conveyor_system,SN-CON-97449,2010-05-18
EQ-00933,ST-0144,boiler,SN-BOI-91594,2018-10-18
EQ-00934,ST-0145,conveyor_system,SN-CON-69225,2012-03-05
EQ-00935,ST-0145,industrial_pump,SN-IND-60051,2008-07-13
EQ-00936,ST-0145,hvac_unit,SN-HVA-11684,2006-12-25
EQ-00937,ST-0145,storage_tank,SN-STO-89329,2009-07-10
EQ-00938,ST-0146,storage_tank,SN-STO-84145,2018-01-16
EQ-00939,ST-0146,furnace,SN-FUR-70374,2013-08-22
EQ-00940,ST-0146,compressor,SN-COM-50262,2017-12-16
EQ-00941,ST-0146,boiler,SN-BOI-99466,2008-05-18
EQ-00942,ST-0146,compressor,SN-COM-97429,2012-12-14
EQ-00943,ST-0146,switchgear,SN-SWI-21102,2017-04-28
EQ-00944,ST-0146,furnace,SN-FUR-69975,2011-04-17
EQ-00945,ST-0146,storage_tank,SN-STO-10696,2015-11-10
EQ-00946,ST-0146,conveyor_system,SN-CON-13258,2007-04-23
EQ-00947,ST-0146,conveyor_system,SN-CON-42240,2014-06-27
EQ-00948,ST-0146,compressor,SN-COM-57365,2013-07-14
EQ-00949,ST-0147,compressor,SN-COM-47647,2012-10-19
EQ-00950,ST-0147,storage_tank,SN-STO-38271,2005-10-26
EQ-00951,ST-0147,storage_tank,SN-STO-93862,2015-10-20
EQ-00952,ST-0147,storage_tank,SN-STO-68868,2007-06-09
EQ-00953,ST-0147,industrial_pump,SN-IND-51323,2006-04-16
EQ-00954,ST-0147,industrial_pump,SN-IND-47341,2007-12-28
EQ-00955,ST-0147,control_panel,SN-CON-26325,2010-07-28
EQ-00956,ST-0147,control_panel,SN-CON-77580,2011-11-23
EQ-00957,ST-0148,hvac_unit,SN-HVA-32394,2014-09-04
EQ-00958,ST-0148,switchgear,SN-SWI-18626,2016-03-17
EQ-00959,ST-0148,furnace,SN-FUR-22950,2014-09-24
EQ-00960,ST-0148,furnace,SN-FUR-64130,2007-07-16
EQ-00961,ST-0148,chiller,SN-CHI-18597,2015-01-06
EQ-00962,ST-0148,industrial_pump,SN-IND-89238,2008-11-17
EQ-00963,ST-0148,boiler,SN-BOI-95430,2017-09-10
EQ-00964,ST-0148,compressor,SN-COM-36917,2007-11-03
EQ-00965,ST-0148,storage_tank,SN-STO-11497,2007-12-01
EQ-00966,ST-0148,boiler,SN-BOI-28300,2010-07-09
EQ-00967,ST-0149,boiler,SN-BOI-36786,2013-04-01
EQ-00968,ST-0149,chiller,SN-CHI-63587,2014-05-02
EQ-00969,ST-0149,conveyor_system,SN-CON-29646,2015-01-12
EQ-00970,ST-0150,storage_tank,SN-STO-83142,2014-10-13
EQ-00971,ST-0150,industrial_pump,SN-IND-37071,2018-07-15
EQ-00972,ST-0150,storage_tank,SN-STO-48817,2014-01-09
EQ-00973,ST-0150,hvac_unit,SN-HVA-92467,2011-05-07
EQ-00974,ST-0150,conveyor_system,SN-CON-56065,2006-08-02
EQ-00975,ST-0150,chiller,SN-CHI-24267,2009-04-12
EQ-00976,ST-0150,chiller,SN-CHI-42793,2005-12-03
EQ-00977,ST-0150,furnace,SN-FUR-26781,2016-09-17
EQ-00978,ST-0150,hvac_unit,SN-HVA-84789,2016-02-05
EQ-00979,ST-0150,switchgear,SN-SWI-71134,2015-07-12
EQ-00980,ST-0150,chiller,SN-CHI-28724,2013-02-25
EQ-00981,ST-0150,chiller,SN-CHI-35254,2007-07-09
EQ-00982,ST-0151,boiler,SN-BOI-18612,2011-08-07
EQ-00983,ST-0151,industrial_pump,SN-IND-61359,2008-01-09
EQ-00984,ST-0151,furnace,SN-FUR-77137,2017-07-20
EQ-00985,ST-0151,control_panel,SN-CON-97263,2007-09-03
EQ-00986,ST-0151,control_panel,SN-CON-92240,2008-04-20
EQ-00987,ST-0152,boiler,SN-BOI-74651,2013-01-14
EQ-00988,ST-0152,furnace,SN-FUR-85238,2009-03-20
EQ-00989,ST-0152,hvac_unit,SN-HVA-46482,2008-11-07
EQ-00990,ST-0152,hvac_unit,SN-HVA-54344,2006-03-07
EQ-00991,ST-0152,furnace,SN-FUR-19718,2018-09-14
EQ-00992,ST-0152,control_panel,SN-CON-51561,2009-08-21
EQ-00993,ST-0152,compressor,SN-COM-75993,2013-07-03
EQ-00994,ST-0152,compressor,SN-COM-56062,2007-05-01
EQ-00995,ST-0153,conveyor_system,SN-CON-85752,2016-12-10
EQ-00996,ST-0153,boiler,SN-BOI-52733,2017-05-02
EQ-00997,ST-0153,boiler,SN-BOI-27017,2007-07-13
EQ-00998,ST-0153,boiler,SN-BOI-72459,2011-03-05
EQ-00999,ST-0153,boiler,SN-BOI-62848,2015-12-17
EQ-01000,ST-0153,switchgear,SN-SWI-54604,2008-01-03
EQ-01001,ST-0154,boiler,SN-BOI-45850,2014-01-07
EQ-01002,ST-0154,storage_tank,SN-STO-85785,2016-01-04
EQ-01003,ST-0154,furnace,SN-FUR-89682,2015-07-01
EQ-01004,ST-0154,storage_tank,SN-STO-95574,2011-08-02
EQ-01005,ST-0154,control_panel,SN-CON-79273,2009-07-12
EQ-01006,ST-0154,chiller,SN-CHI-84603,2006-01-06
EQ-01007,ST-0154,storage_tank,SN-STO-75188,2012-12-16
EQ-01008,ST-0154,furnace,SN-FUR-90402,2017-11-07
EQ-01009,ST-0154,control_panel,SN-CON-35349,2006-02-17
EQ-01010,ST-0154,compressor,SN-COM-66303,2008-04-14
EQ-01011,ST-0154,boiler,SN-BOI-69153,2008-01-02
EQ-01012,ST-0155,hvac_unit,SN-HVA-22612,2018-02-12
EQ-01013,ST-0155,control_panel,SN-CON-31275,2012-03-24
EQ-01014,ST-0156,hvac_unit,SN-HVA-28939,2018-12-03
EQ-01015,ST-0156,boiler,SN-BOI-99930,2008-05-11
EQ-01016,ST-0156,boiler,SN-BOI-43170,2013-06-09
EQ-01017,ST-0156,control_panel,SN-CON-44270,2012-06-03
EQ-01018,ST-0156,switchgear,SN-SWI-53455,2009-05-09
EQ-01019,ST-0156,hvac_unit,SN-HVA-44565,2014-03-08
EQ-01020,ST-0156,compressor,SN-COM-92268,2008-04-16
EQ-01021,ST-0156,compressor,SN-COM-95975,2012-08-23
EQ-01022,ST-0156,compressor,SN-COM-74615,2013-12-16
EQ-01023,ST-0156,industrial_pump,SN-IND-49243,2009-07-17
EQ-01024,ST-0156,control_panel,SN-CON-85585,2008-05-26
EQ-01025,ST-0156,compressor,SN-COM-26747,2010-07-03
EQ-01026,ST-0157,compressor,SN-COM-55552,2014-10-08
EQ-01027,ST-0157,boiler,SN-BOI-67774,2009-10-23
EQ-01028,ST-0157,switchgear,SN-SWI-32404,2016-08-26
EQ-01029,ST-0157,conveyor_system,SN-CON-51247,2013-05-14
EQ-01030,ST-0157,switchgear,SN-SWI-58199,2010-01-23
EQ-01031,ST-0157,switchgear,SN-SWI-28912,2014-09-17
EQ-01032,ST-0157,conveyor_system,SN-CON-83216,2007-10-28
EQ-01033,ST-0157,conveyor_system,SN-CON-63305,2018-03-14
EQ-01034,ST-0157,conveyor_system,SN-CON-13929,2016-05-08
EQ-01035,ST-0157,hvac_unit,SN-HVA-48369,2005-04-03
EQ-01036,ST-0157,switchgear,SN-SWI-96047,2015-08-21
EQ-01037,ST-0157,control_panel,SN-CON-50936,2012-06-04
EQ-01038,ST-0158,compressor,SN-COM-35839,2016-11-26
EQ-01039,ST-0158,conveyor_system,SN-CON-25629,2007-07-28
EQ-01040,ST-0158,industrial_pump,SN-IND-35679,2009-07-13
EQ-01041,ST-0158,control_panel,SN-CON-20615,2005-05-20
EQ-01042,ST-0158,furnace,SN-FUR-48019,2013-11-27
EQ-01043,ST-0158,industrial_pump,SN-IND-52942,2017-06-04
EQ-01044,ST-0158,conveyor_system,SN-CON-64324,2011-05-16
EQ-01045,ST-0159,compressor,SN-COM-54751,2006-02-06
EQ-01046,ST-0159,furnace,SN-FUR-24340,2005-11-25
EQ-01047,ST-0159,switchgear,SN-SWI-20153,2011-04-03
EQ-01048,ST-0159,control_panel,SN-CON-49122,2013-07-10
EQ-01049,ST-0159,storage_tank,SN-STO-46531,2013-07-07
EQ-01050,ST-0159,control_panel,SN-CON-65536,2012-06-19
EQ-01051,ST-0160,hvac_unit,SN-HVA-42564,2010-03-23
EQ-01052,ST-0160,industrial_pump,SN-IND-31492,2018-03-13
EQ-01053,ST-0160,chiller,SN-CHI-11275,2009-03-27
EQ-01054,ST-0160,switchgear,SN-SWI-30812,2012-11-20
EQ-01055,ST-0160,switchgear,SN-SWI-94628,2012-12-20
EQ-01056,ST-0160,compressor,SN-COM-17430,2012-02-25
EQ-01057,ST-0160,compressor,SN-COM-84562,2006-06-03
EQ-01058,ST-0160,storage_tank,SN-STO-35684,2007-06-27
EQ-01059,ST-0160,industrial_pump,SN-IND-62896,2013-03-15
EQ-01060,ST-0161,boiler,SN-BOI-64312,2017-11-09
EQ-01061,ST-0161,storage_tank,SN-STO-63477,2005-04-15
EQ-01062,ST-0161,switchgear,SN-SWI-77232,2011-01-15
EQ-01063,ST-0161,control_panel,SN-CON-18080,2012-04-10
EQ-01064,ST-0161,furnace,SN-FUR-21764,2007-04-14
EQ-01065,ST-0161,furnace,SN-FUR-44294,2015-04-10
EQ-01066,ST-0161,boiler,SN-BOI-97009,2016-11-21
EQ-01067,ST-0161,hvac_unit,SN-HVA-64638,2018-02-11
EQ-01068,ST-0161,control_panel,SN-CON-57342,2016-05-04
EQ-01069,ST-0161,conveyor_system,SN-CON-65175,2013-03-06
EQ-01070,ST-0161,switchgear,SN-SWI-67163,2006-01-15
EQ-01071,ST-0161,chiller,SN-CHI-14371,2005-12-15
EQ-01072,ST-0162,storage_tank,SN-STO-17539,2013-10-07
EQ-01073,ST-0162,chiller,SN-CHI-24106,2015-10-24
EQ-01074,ST-0162,switchgear,SN-SWI-16279,2005-04-18
EQ-01075,ST-0162,hvac_unit,SN-HVA-39826,2009-01-12
EQ-01076,ST-0162,conveyor_system,SN-CON-66640,2014-01-02
EQ-01077,ST-0162,storage_tank,SN-STO-67624,2015-03-24
EQ-01078,ST-0162,switchgear,SN-SWI-70952,2013-10-23
EQ-01079,ST-0162,hvac_unit,SN-HVA-46197,2018-03-07
EQ-01080,ST-0162,chiller,SN-CHI-95564,2018-03-19
EQ-01081,ST-0162,furnace,SN-FUR-67118,2014-05-20
EQ-01082,ST-0163,compressor,SN-COM-41339,2005-05-03
EQ-01083,ST-0163,switchgear,SN-SWI-66942,2011-10-24
EQ-01084,ST-0163,hvac_unit,SN-HVA-24868,2009-01-07
EQ-01085,ST-0163,switchgear,SN-SWI-97207,2012-09-22
EQ-01086,ST-0163,control_panel,SN-CON-71384,2013-09-24
EQ-01087,ST-0164,furnace,SN-FUR-21790,2017-08-01
EQ-01088,ST-0164,industrial_pump,SN-IND-74865,2018-08-27
EQ-01089,ST-0164,furnace,SN-FUR-27774,2017-09-07
EQ-01090,ST-0164,conveyor_system,SN-CON-17610,2014-10-28
EQ-01091,ST-0164,storage_tank,SN-STO-51961,2017-12-09
EQ-01092,ST-0164,hvac_unit,SN-HVA-85503,2010-05-04
EQ-01093,ST-0165,industrial_pump,SN-IND-36831,2009-05-03
EQ-01094,ST-0165,conveyor_system,SN-CON-49783,2018-05-22
EQ-01095,ST-0165,switchgear,SN-SWI-26899,2010-09-11
EQ-01096,ST-0165,industrial_pump,SN-IND-52786,2016-10-07
EQ-01097,ST-0165,chiller,SN-CHI-13584,2014-10-01
EQ-01098,ST-0165,conveyor_system,SN-CON-12548,2015-06-09
EQ-01099,ST-0165,boiler,SN-BOI-75127,2012-10-08
EQ-01100,ST-0165,conveyor_system,SN-CON-73466,2017-03-16
EQ-01101,ST-0165,chiller,SN-CHI-41352,2010-09-02
EQ-01102,ST-0165,conveyor_system,SN-CON-89950,2007-12-03
EQ-01103,ST-0166,furnace,SN-FUR-28782,2016-08-07
EQ-01104,ST-0166,compressor,SN-COM-38128,2005-09-20
EQ-01105,ST-0166,switchgear,SN-SWI-64784,2013-11-16
EQ-01106,ST-0166,furnace,SN-FUR-23261,2017-02-10
EQ-01107,ST-0166,furnace,SN-FUR-77354,2005-09-05
EQ-01108,ST-0166,control_panel,SN-CON-10187,2006-12-04
EQ-01109,ST-0166,furnace,SN-FUR-57508,2009-11-03
EQ-01110,ST-0166,storage_tank,SN-STO-15360,2016-07-02
EQ-01111,ST-0166,chiller,SN-CHI-62505,2008-12-22
EQ-01112,ST-0166,storage_tank,SN-STO-29220,2015-06-05
EQ-01113,ST-0166,control_panel,SN-CON-33765,2016-07-18
EQ-01114,ST-0167,hvac_unit,SN-HVA-82521,2007-10-05
EQ-01115,ST-0167,switchgear,SN-SWI-84103,2007-11-18
EQ-01116,ST-0167,switchgear,SN-SWI-19085,2018-01-21
EQ-01117,ST-0167,compressor,SN-COM-29541,2014-05-13
EQ-01118,ST-0167,boiler,SN-BOI-50856,2009-12-02
EQ-01119,ST-0167,boiler,SN-BOI-88618,2008-12-27
EQ-01120,ST-0167,switchgear,SN-SWI-23029,2014-01-10
EQ-01121,ST-0167,industrial_pump,SN-IND-94023,2008-08-28
EQ-01122,ST-0167,chiller,SN-CHI-88487,2016-04-25
EQ-01123,ST-0167,chiller,SN-CHI-61867,2014-12-19
EQ-01124,ST-0168,storage_tank,SN-STO-33492,2009-10-22
EQ-01125,ST-0168,furnace,SN-FUR-93240,2013-12-07
EQ-01126,ST-0168,switchgear,SN-SWI-33368,2014-06-02
EQ-01127,ST-0168,storage_tank,SN-STO-30227,2018-04-24
EQ-01128,ST-0168,control_panel,SN-CON-11572,2008-10-12
EQ-01129,ST-0169,boiler,SN-BOI-77188,2016-11-04
EQ-01130,ST-0169,conveyor_system,SN-CON-30222,2009-12-02
EQ-01131,ST-0169,control_panel,SN-CON-56897,2017-01-28
EQ-01132,ST-0169,boiler,SN-BOI-42824,2008-04-04
EQ-01133,ST-0169,chiller,SN-CHI-24431,2008-02-05
EQ-01134,ST-0169,industrial_pump,SN-IND-91223,2005-02-18
EQ-01135,ST-0169,compressor,SN-COM-86575,2006-06-19
EQ-01136,ST-0169,chiller,SN-CHI-44755,2017-07-20
EQ-01137,ST-0169,switchgear,SN-SWI-27309,2015-08-03
EQ-01138,ST-0169,storage_tank,SN-STO-90554,2014-10-11
EQ-01139,ST-0169,conveyor_system,SN-CON-32748,2011-10-21
EQ-01140,ST-0170,switchgear,SN-SWI-72577,2010-06-13
EQ-01141,ST-0170,industrial_pump,SN-IND-59201,2017-11-12
EQ-01142,ST-0170,industrial_pump,SN-IND-81117,2016-05-14
EQ-01143,ST-0170,switchgear,SN-SWI-68613,2010-02-18
EQ-01144,ST-0170,switchgear,SN-SWI-50876,2017-03-14
EQ-01145,ST-0170,compressor,SN-COM-51648,2017-06-08
EQ-01146,ST-0170,hvac_unit,SN-HVA-10983,2014-07-13
EQ-01147,ST-0170,furnace,SN-FUR-42854,2012-11-11
EQ-01148,ST-0171,switchgear,SN-SWI-97675,2013-11-08
EQ-01149,ST-0171,storage_tank,SN-STO-71576,2007-05-28
EQ-01150,ST-0171,industrial_pump,SN-IND-57006,2017-01-17
EQ-01151,ST-0171,furnace,SN-FUR-49364,2015-12-11
EQ-01152,ST-0171,furnace,SN-FUR-71043,2015-12-16
EQ-01153,ST-0171,storage_tank,SN-STO-24972,2013-01-27
EQ-01154,ST-0171,switchgear,SN-SWI-38609,2018-06-02
EQ-01155,ST-0171,hvac_unit,SN-HVA-91031,2013-04-01
EQ-01156,ST-0171,chiller,SN-CHI-28811,2018-11-21
EQ-01157,ST-0171,hvac_unit,SN-HVA-14744,2017-09-25
EQ-01158,ST-0171,conveyor_system,SN-CON-74525,2017-05-09
EQ-01159,ST-0171,control_panel,SN-CON-75812,2006-10-23
EQ-01160,ST-0172,compressor,SN-COM-91026,2006-09-11
EQ-01161,ST-0172,compressor,SN-COM-53046,2013-07-10
EQ-01162,ST-0172,control_panel,SN-CON-65616,2005-09-02
EQ-01163,ST-0173,storage_tank,SN-STO-64746,2015-06-18
EQ-01164,ST-0173,industrial_pump,SN-IND-62228,2014-01-28
EQ-01165,ST-0174,chiller,SN-CHI-89956,2017-10-20
EQ-01166,ST-0174,boiler,SN-BOI-20531,2013-06-04
EQ-01167,ST-0174,boiler,SN-BOI-74171,2009-12-26
EQ-01168,ST-0174,furnace,SN-FUR-11620,2016-11-12
EQ-01169,ST-0174,switchgear,SN-SWI-20571,2014-08-10
EQ-01170,ST-0174,chiller,SN-CHI-30158,2017-02-25
EQ-01171,ST-0174,switchgear,SN-SWI-97672,2007-08-25
EQ-01172,ST-0175,industrial_pump,SN-IND-78531,2007-02-06
EQ-01173,ST-0175,chiller,SN-CHI-61056,2006-05-17
EQ-01174,ST-0175,hvac_unit,SN-HVA-50628,2007-05-18
EQ-01175,ST-0175,chiller,SN-CHI-44527,2006-06-05
EQ-01176,ST-0175,control_panel,SN-CON-81054,2016-06-27
EQ-01177,ST-0175,switchgear,SN-SWI-73941,2016-08-10
EQ-01178,ST-0175,switchgear,SN-SWI-64519,2009-06-13
EQ-01179,ST-0175,boiler,SN-BOI-70819,2016-08-15
EQ-01180,ST-0175,hvac_unit,SN-HVA-56515,2013-11-17
EQ-01181,ST-0176,storage_tank,SN-STO-39512,2013-09-22
EQ-01182,ST-0176,furnace,SN-FUR-93961,2011-02-04
EQ-01183,ST-0176,control_panel,SN-CON-65849,2018-11-23
EQ-01184,ST-0176,conveyor_system,SN-CON-79731,2006-06-10
EQ-01185,ST-0176,chiller,SN-CHI-35224,2006-08-17
EQ-01186,ST-0177,industrial_pump,SN-IND-42195,2006-02-18
EQ-01187,ST-0177,control_panel,SN-CON-91265,2007-08-27
EQ-01188,ST-0177,chiller,SN-CHI-66471,2009-09-20
EQ-01189,ST-0177,industrial_pump,SN-IND-73695,2016-01-03
EQ-01190,ST-0177,furnace,SN-FUR-77679,2015-07-01
EQ-01191,ST-0177,control_panel,SN-CON-59696,2012-06-09
EQ-01192,ST-0178,industrial_pump,SN-IND-28591,2011-11-23
EQ-01193,ST-0178,industrial_pump,SN-IND-27554,2008-06-24
EQ-01194,ST-0178,switchgear,SN-SWI-22236,2011-09-15
EQ-01195,ST-0178,storage_tank,SN-STO-90492,2014-12-10
EQ-01196,ST-0178,storage_tank,SN-STO-21695,2006-06-14
EQ-01197,ST-0178,boiler,SN-BOI-31304,2009-03-22
EQ-01198,ST-0178,compressor,SN-COM-51178,2005-05-25
EQ-01199,ST-0178,chiller,SN-CHI-25035,2006-10-27
EQ-01200,ST-0178,chiller,SN-CHI-50689,2017-03-06
EQ-01201,ST-0179,conveyor_system,SN-CON-47296,2008-05-01
EQ-01202,ST-0179,storage_tank,SN-STO-37366,2014-11-12
EQ-01203,ST-0179,storage_tank,SN-STO-67994,2018-12-24
EQ-01204,ST-0179,hvac_unit,SN-HVA-16419,2009-03-19
EQ-01205,ST-0179,boiler,SN-BOI-26721,2013-05-01
EQ-01206,ST-0180,storage_tank,SN-STO-61739,2012-10-18
EQ-01207,ST-0180,hvac_unit,SN-HVA-35422,2006-07-05
EQ-01208,ST-0180,furnace,SN-FUR-40265,2018-07-09
EQ-01209,ST-0181,compressor,SN-COM-10037,2009-04-15
EQ-01210,ST-0181,industrial_pump,SN-IND-77781,2008-09-23
EQ-01211,ST-0181,boiler,SN-BOI-64412,2017-05-07
EQ-01212,ST-0181,switchgear,SN-SWI-85426,2016-07-05
EQ-01213,ST-0181,switchgear,SN-SWI-60434,2011-05-20
EQ-01214,ST-0181,control_panel,SN-CON-93817,2013-08-12
EQ-01215,ST-0181,compressor,SN-COM-94812,2008-02-26
EQ-01216,ST-0181,control_panel,SN-CON-63857,2016-08-12
EQ-01217,ST-0181,conveyor_system,SN-CON-33496,2009-03-21
EQ-01218,ST-0181,conveyor_system,SN-CON-91337,2012-06-25
EQ-01219,ST-0181,conveyor_system,SN-CON-40977,2013-01-01
EQ-01220,ST-0182,control_panel,SN-CON-70515,2007-04-14
EQ-01221,ST-0182,hvac_unit,SN-HVA-44115,2010-09-09
EQ-01222,ST-0182,control_panel,SN-CON-12387,2018-02-28
EQ-01223,ST-0182,chiller,SN-CHI-89316,2010-02-07
EQ-01224,ST-0182,compressor,SN-COM-20840,2014-10-17
EQ-01225,ST-0182,hvac_unit,SN-HVA-53201,2016-09-18
EQ-01226,ST-0182,chiller,SN-CHI-48573,2009-01-05
EQ-01227,ST-0182,furnace,SN-FUR-71058,2018-05-25
EQ-01228,ST-0182,switchgear,SN-SWI-32859,2011-04-16
EQ-01229,ST-0183,storage_tank,SN-STO-84188,2013-10-21
EQ-01230,ST-0183,hvac_unit,SN-HVA-89026,2016-12-04
EQ-01231,ST-0184,conveyor_system,SN-CON-76003,2007-09-20
EQ-01232,ST-0184,switchgear,SN-SWI-25679,2005-10-27
EQ-01233,ST-0184,furnace,SN-FUR-69501,2006-04-02
EQ-01234,ST-0184,control_panel,SN-CON-83749,2010-03-02
EQ-01235,ST-0184,furnace,SN-FUR-24387,2018-10-12
EQ-01236,ST-0184,boiler,SN-BOI-10817,2016-05-24
EQ-01237,ST-0184,conveyor_system,SN-CON-48859,2012-01-21
EQ-01238,ST-0184,industrial_pump,SN-IND-79613,2006-03-28
EQ-01239,ST-0184,compressor,SN-COM-54270,2012-10-24
EQ-01240,ST-0185,chiller,SN-CHI-10475,2010-03-02
EQ-01241,ST-0185,switchgear,SN-SWI-50266,2012-08-03
EQ-01242,ST-0185,boiler,SN-BOI-46524,2012-11-18
EQ-01243,ST-0185,boiler,SN-BOI-55674,2011-01-08
EQ-01244,ST-0185,furnace,SN-FUR-90165,2012-06-23
EQ-01245,ST-0185,chiller,SN-CHI-17083,2009-07-26
EQ-01246,ST-0185,switchgear,SN-SWI-64477,2005-01-21
EQ-01247,ST-0185,industrial_pump,SN-IND-48702,2015-04-17
EQ-01248,ST-0185,storage_tank,SN-STO-11823,2006-01-26
EQ-01249,ST-0185,boiler,SN-BOI-37786,2006-11-28
EQ-01250,ST-0185,conveyor_system,SN-CON-58642,2015-04-26
EQ-01251,ST-0186,storage_tank,SN-STO-42929,2012-05-27
EQ-01252,ST-0186,compressor,SN-COM-49295,2005-04-15
EQ-01253,ST-0187,conveyor_system,SN-CON-81565,2005-04-28
EQ-01254,ST-0187,conveyor_system,SN-CON-74799,2010-06-03
EQ-01255,ST-0187,chiller,SN-CHI-61577,2015-05-02
EQ-01256,ST-0187,industrial_pump,SN-IND-44359,2008-11-01
EQ-01257,ST-0187,hvac_unit,SN-HVA-77962,2010-07-20
EQ-01258,ST-0187,boiler,SN-BOI-90617,2015-08-17
EQ-01259,ST-0187,furnace,SN-FUR-33455,2018-09-17
EQ-01260,ST-0187,hvac_unit,SN-HVA-29407,2008-06-02
EQ-01261,ST-0187,furnace,SN-FUR-22813,2016-06-07
EQ-01262,ST-0187,conveyor_system,SN-CON-85892,2015-06-03
EQ-01263,ST-0187,furnace,SN-FUR-36906,2014-08-17
EQ-01264,ST-0187,conveyor_system,SN-CON-87176,2009-04-20
EQ-01265,ST-0188,compressor,SN-COM-40920,2018-05-15
EQ-01266,ST-0188,hvac_unit,SN-HVA-49609,2006-05-11
EQ-01267,ST-0188,furnace,SN-FUR-63443,2018-10-01
EQ-01268,ST-0188,conveyor_system,SN-CON-46230,2016-07-26
EQ-01269,ST-0188,storage_tank,SN-STO-29081,2008-01-13
EQ-01270,ST-0188,compressor,SN-COM-15761,2007-11-27
EQ-01271,ST-0188,conveyor_system,SN-CON-54349,2016-05-01
EQ-01272,ST-0188,switchgear,SN-SWI-25644,2007-07-25
EQ-01273,ST-0189,control_panel,SN-CON-34953,2017-02-03
EQ-01274,ST-0189,chiller,SN-CHI-30912,2007-08-23
EQ-01275,ST-0189,storage_tank,SN-STO-44809,2018-12-01
EQ-01276,ST-0189,switchgear,SN-SWI-93139,2011-01-13
EQ-01277,ST-0189,hvac_unit,SN-HVA-31410,2014-05-24
EQ-01278,ST-0189,hvac_unit,SN-HVA-68227,2011-03-26
EQ-01279,ST-0189,industrial_pump,SN-IND-18603,2005-07-07
EQ-01280,ST-0189,chiller,SN-CHI-30754,2005-03-20
EQ-01281,ST-0189,control_panel,SN-CON-88875,2012-10-13
EQ-01282,ST-0190,boiler,SN-BOI-87281,2008-06-01
EQ-01283,ST-0190,industrial_pump,SN-IND-71666,2010-08-18
EQ-01284,ST-0190,storage_tank,SN-STO-21842,2008-10-05
EQ-01285,ST-0190,boiler,SN-BOI-33388,2010-01-05
EQ-01286,ST-0190,hvac_unit,SN-HVA-43726,2018-05-01
EQ-01287,ST-0190,furnace,SN-FUR-17709,2006-09-19
EQ-01288,ST-0190,switchgear,SN-SWI-75064,2015-05-11
EQ-01289,ST-0190,conveyor_system,SN-CON-42652,2018-01-27
EQ-01290,ST-0190,conveyor_system,SN-CON-77675,2017-12-08
EQ-01291,ST-0190,compressor,SN-COM-96640,2011-11-22
EQ-01292,ST-0191,compressor,SN-COM-77082,2016-09-14
EQ-01293,ST-0191,boiler,SN-BOI-14112,2015-09-14
