work_order_id,line_number,line_kind,part_id,quantity,billed_hours,line_amount
WO-002015,1,PART,PT-0083,1,,119.37
WO-002015,2,PART,PT-0101,2,,86.55
WO-002015,3,LABOR,,,7.94,436.7
WO-002016,1,PART,PT-0141,2,,115.12
WO-002016,2,PART,PT-0093,1,,128.56
WO-002016,3,LABOR,,,1.46,80.3
WO-002016,4,LABOR,,,1.78,97.9
WO-002017,1,PART,PT-0107,2,,945.38
WO-002017,2,LABOR,,,29.22,3287.25
WO-002018,1,PART,PT-0079,1,,39.41
WO-002018,2,PART,PT-0029,3,,133.28
WO-002018,3,LABOR,,,2.35,180.95
WO-002019,1,PART,PT-0122,1,,102.2
WO-002019,2,PART,PT-0004,2,,81.49
WO-002019,3,PART,PT-0200,2,,52.86
WO-002019,4,LABOR,,,6.75,668.25
WO-002020,1,PART,PT-0166,1,,132.26
WO-002020,2,PART,PT-0124,1,,29.73
WO-002020,3,LABOR,,,9.78,880.2
WO-002021,1,PART,PT-0169,1,,48.89
WO-002021,2,LABOR,,,4.38,394.2
WO-002022,1,PART,PT-0116,1,,182.6
WO-002022,2,PART,PT-0051,1,,37.29
WO-002022,3,PART,PT-0091,1,,52.97
WO-002022,4,PART,PT-0107,2,,1032.03
WO-002022,5,PART,PT-0123,1,,119.45
WO-002022,6,LABOR,,,8.82,793.8
WO-002022,7,LABOR,,,10.02,901.8
WO-002023,1,PART,PT-0121,1,,49.76
WO-002023,2,LABOR,,,3.11,171.05
WO-002024,1,PART,PT-0066,5,,735.63
WO-002024,2,PART,PT-0038,1,,16.21
WO-002024,3,PART,PT-0092,2,,128.29
WO-002024,4,PART,PT-0196,3,,437.94
WO-002024,5,PART,PT-0067,4,,1954.12
WO-002024,6,LABOR,,,4.31,237.05
WO-002024,7,LABOR,,,5.91,325.05
WO-002025,1,PART,PT-0008,1,,20.41
WO-002026,1,PART,PT-0146,1,,118.95
WO-002026,2,PART,PT-0066,1,,150.7
WO-002026,3,LABOR,,,6.75,519.75
WO-002027,1,PART,PT-0042,2,,212.79
WO-002027,2,PART,PT-0137,4,,2003.82
WO-002027,3,PART,PT-0057,1,,427.65
WO-002027,4,LABOR,,,6.11,470.47
WO-002027,5,LABOR,,,6.07,467.39
WO-002028,1,PART,PT-0178,2,,41.7
WO-002028,2,LABOR,,,5.12,358.4
WO-002028,3,LABOR,,,4.97,347.9
WO-002029,1,PART,PT-0183,2,,309.4
WO-002029,2,PART,PT-0055,2,,51.18
WO-002029,3,LABOR,,,9.4,1057.5
WO-002030,1,PART,PT-0173,3,,451.33
WO-002030,2,LABOR,,,9.26,833.4
WO-002031,1,PART,PT-0078,2,,43.45
WO-002031,2,PART,PT-0183,1,,152.22
WO-002031,3,LABOR,,,17.83,1078.71
WO-002033,1,PART,PT-0016,1,,182.72
WO-002033,2,LABOR,,,0.94,82.25
WO-002033,3,LABOR,,,0.9,78.75
WO-002034,1,PART,PT-0075,1,,33.5
WO-002034,2,LABOR,,,2.32,159.5
WO-002035,1,PART,PT-0108,2,,36.42
WO-002035,2,PART,PT-0191,2,,87.73
WO-002035,3,PART,PT-0131,2,,124.62
WO-002035,4,LABOR,,,3.0,297.0
WO-002035,5,LABOR,,,2.95,292.05
WO-002036,1,PART,PT-0001,1,,53.76
WO-002036,2,PART,PT-0107,2,,944.27
WO-002036,3,PART,PT-0166,1,,134.67
WO-002036,4,PART,PT-0036,1,,136.78
WO-002036,5,PART,PT-0007,1,,356.89
WO-002036,6,LABOR,,,5.41,535.59
WO-002037,1,PART,PT-0132,6,,495.03
WO-002037,2,PART,PT-0014,1,,45.31
WO-002037,3,PART,PT-0141,3,,175.12
WO-002037,4,LABOR,,,11.5,885.5
WO-002037,5,LABOR,,,9.27,713.79
WO-002038,1,LABOR,,,1.54,138.6
WO-002039,1,PART,PT-0177,1,,458.63
WO-002039,2,PART,PT-0092,2,,128.85
WO-002039,3,PART,PT-0088,2,,31.04
WO-002039,4,LABOR,,,8.36,752.4
WO-002040,1,PART,PT-0194,5,,164.92
WO-002040,2,PART,PT-0122,1,,92.4
WO-002040,3,LABOR,,,2.83,280.17
WO-002041,1,PART,PT-0116,3,,553.34
WO-002041,2,LABOR,,,7.19,395.45
WO-002042,1,PART,PT-0195,1,,21.16
WO-002042,2,PART,PT-0116,3,,498.41
WO-002042,3,PART,PT-0038,4,,62.88
WO-002042,4,LABOR,,,5.93,456.61
WO-002042,5,LABOR,,,7.1,546.7
WO-002043,1,PART,PT-0150,1,,24.97
WO-002043,2,PART,PT-0125,1,,22.18
WO-002043,3,LABOR,,,5.52,303.6
WO-002043,4,LABOR,,,5.48,301.4
WO-002044,1,PART,PT-0153,2,,244.74
WO-002044,2,PART,PT-0049,6,,232.44
WO-002044,3,PART,PT-0081,1,,46.76
WO-002044,4,PART,PT-0147,3,,1299.33
WO-002044,5,PART,PT-0162,1,,81.25
WO-002044,6,LABOR,,,3.46,389.25
WO-002044,7,LABOR,,,3.91,439.88
WO-002045,1,PART,PT-0177,6,,3006.91
WO-002045,2,PART,PT-0038,1,,16.54
WO-002045,3,PART,PT-0136,1,,170.27
WO-002045,4,PART,PT-0027,1,,406.04
WO-002045,5,PART,PT-0036,1,,139.18
WO-002045,6,LABOR,,,5.16,397.32
WO-002045,7,LABOR,,,5.24,403.48
WO-002046,1,PART,PT-0012,2,,182.2
WO-002046,2,LABOR,,,9.35,565.68
WO-002046,3,LABOR,,,8.96,542.08
WO-002047,1,PART,PT-0188,3,,50.94
WO-002047,2,PART,PT-0167,1,,501.7
WO-002047,3,PART,PT-0062,1,,84.72
WO-002047,4,PART,PT-0033,1,,124.98
WO-002047,5,LABOR,,,5.85,353.93
WO-002048,1,PART,PT-0153,1,,120.61
WO-002048,2,PART,PT-0191,1,,45.15
WO-002048,3,LABOR,,,6.85,376.75
WO-002049,1,PART,PT-0185,2,,53.69
WO-002049,2,PART,PT-0124,4,,121.87
WO-002049,3,PART,PT-0037,2,,1002.98
WO-002049,4,LABOR,,,13.44,940.8
WO-002049,5,LABOR,,,9.98,698.6
WO-002050,1,PART,PT-0143,3,,383.09
WO-002050,2,PART,PT-0046,3,,421.7
WO-002050,3,PART,PT-0187,1,,439.88
WO-002050,4,PART,PT-0113,5,,688.99
WO-002050,5,LABOR,,,3.92,352.8
WO-002051,1,PART,PT-0124,1,,27.34
WO-002051,2,PART,PT-0156,1,,192.77
WO-002051,3,PART,PT-0098,2,,38.25
WO-002051,4,PART,PT-0195,6,,125.44
WO-002051,5,PART,PT-0070,2,,35.85
WO-002051,6,LABOR,,,8.26,636.02
WO-002052,1,PART,PT-0170,1,,22.35
WO-002052,2,PART,PT-0013,2,,227.03
WO-002052,3,LABOR,,,3.02,298.98
WO-002053,1,PART,PT-0187,1,,450.8
WO-002053,2,PART,PT-0054,1,,31.53
WO-002053,3,LABOR,,,3.92,274.4
WO-002053,4,LABOR,,,5.38,376.6
WO-002054,1,LABOR,,,2.98,204.88
WO-002054,2,LABOR,,,2.57,176.69
WO-002055,1,LABOR,,,1.72,150.5
WO-002055,2,LABOR,,,2.06,180.25
WO-002056,1,PART,PT-0046,3,,446.45
WO-002056,2,PART,PT-0069,2,,84.49
WO-002056,3,PART,PT-0067,1,,464.29
WO-002056,4,LABOR,,,3.52,193.6
WO-002057,1,PART,PT-0029,1,,46.77
WO-002057,2,PART,PT-0155,1,,29.47
WO-002057,3,LABOR,,,5.63,309.65
WO-002058,1,PART,PT-0079,3,,120.03
WO-002058,2,PART,PT-0169,1,,46.96
WO-002058,3,PART,PT-0023,4,,553.47
WO-002058,4,PART,PT-0149,1,,41.56
WO-002058,5,PART,PT-0128,2,,42.55
WO-002058,6,LABOR,,,10.32,794.64
WO-002059,1,PART,PT-0084,1,,41.54
WO-002059,2,PART,PT-0157,1,,442.15
WO-002059,3,LABOR,,,7.75,542.5
WO-002060,1,PART,PT-0144,1,,37.1
WO-002060,2,LABOR,,,2.46,243.54
WO-002062,1,PART,PT-0196,4,,549.39
WO-002062,2,LABOR,,,6.53,457.1
WO-002063,1,PART,PT-0059,2,,81.0
WO-002063,2,LABOR,,,2.87,251.12
WO-002063,3,LABOR,,,4.03,352.62
WO-002064,1,PART,PT-0187,1,,497.73
WO-002064,2,LABOR,,,4.81,476.19
WO-002065,1,PART,PT-0061,1,,41.62
WO-002065,2,PART,PT-0138,4,,66.78
WO-002065,3,LABOR,,,4.93,379.61
WO-002066,1,PART,PT-0032,3,,297.06
WO-002066,2,PART,PT-0100,1,,22.9
WO-002066,3,PART,PT-0092,1,,72.63
WO-002066,4,LABOR,,,2.98,268.2
WO-002066,5,LABOR,,,2.05,184.5
WO-002067,1,PART,PT-0043,1,,161.34
WO-002067,2,LABOR,,,1.03,70.81
WO-002068,1,PART,PT-0091,2,,106.72
WO-002068,2,PART,PT-0176,1,,133.44
WO-002068,3,PART,PT-0026,2,,338.2
WO-002068,4,LABOR,,,6.25,378.13
WO-002069,1,PART,PT-0066,1,,141.32
WO-002069,2,PART,PT-0074,1,,29.85
WO-002069,3,PART,PT-0151,1,,49.21
WO-002069,4,LABOR,,,1.09,83.93
WO-002069,5,LABOR,,,1.08,83.16
WO-002070,1,PART,PT-0019,1,,40.06
WO-002070,2,LABOR,,,7.79,471.3
WO-002071,1,PART,PT-0068,3,,69.8
WO-002071,2,LABOR,,,10.6,954.0
WO-002071,3,LABOR,,,9.69,872.1
WO-002072,1,PART,PT-0054,1,,32.86
WO-002072,2,PART,PT-0080,1,,23.59
WO-002072,3,LABOR,,,3.13,189.37
WO-002072,4,LABOR,,,3.33,201.47
WO-002073,1,PART,PT-0017,1,,564.77
WO-002073,2,PART,PT-0132,3,,227.95
WO-002073,3,PART,PT-0008,2,,43.28
WO-002073,4,PART,PT-0145,2,,65.07
WO-002073,5,PART,PT-0110,2,,45.16
WO-002073,6,LABOR,,,2.64,145.2
WO-002073,7,LABOR,,,2.89,158.95
WO-002074,1,PART,PT-0121,2,,102.81
WO-002074,2,LABOR,,,8.29,746.1
WO-002074,3,LABOR,,,10.22,919.8
WO-002075,1,LABOR,,,2.08,160.16
WO-002076,1,PART,PT-0150,2,,50.52
WO-002076,2,PART,PT-0124,1,,29.69
WO-002076,3,LABOR,,,4.17,229.35
WO-002077,1,PART,PT-0122,1,,98.46
WO-002077,2,LABOR,,,2.38,183.26
WO-002078,1,PART,PT-0010,6,,132.83
WO-002078,2,LABOR,,,6.03,331.65
WO-002078,3,LABOR,,,4.57,251.35
WO-002079,1,PART,PT-0094,2,,77.99
WO-002079,2,LABOR,,,2.82,217.14
WO-002080,1,PART,PT-0035,2,,62.22
WO-002080,2,LABOR,,,3.39,205.1
WO-002080,3,LABOR,,,2.7,163.35
WO-002081,1,PART,PT-0087,1,,480.97
WO-002081,2,PART,PT-0116,3,,519.77
WO-002081,3,PART,PT-0027,2,,854.87
WO-002081,4,LABOR,,,3.83,231.72
WO-002082,1,PART,PT-0099,1,,44.94
WO-002082,2,PART,PT-0060,1,,26.22
WO-002082,3,PART,PT-0039,1,,49.42
WO-002082,4,LABOR,,,5.64,434.28
WO-002082,5,LABOR,,,4.47,344.19
WO-002083,1,PART,PT-0185,1,,29.87
WO-002083,2,PART,PT-0157,1,,391.31
WO-002083,3,LABOR,,,3.79,229.3
WO-002084,1,PART,PT-0171,1,,41.78
WO-002084,2,PART,PT-0029,2,,96.42
WO-002084,3,PART,PT-0185,4,,107.96
WO-002084,4,PART,PT-0069,2,,77.86
WO-002084,5,PART,PT-0020,1,,26.55
WO-002084,6,LABOR,,,6.64,401.72
WO-002084,7,LABOR,,,5.42,327.91
WO-002085,1,PART,PT-0181,1,,50.39
WO-002085,2,PART,PT-0056,1,,186.5
WO-002085,3,PART,PT-0072,3,,197.43
WO-002085,4,LABOR,,,1.91,115.56
WO-002085,5,LABOR,,,1.84,111.32
WO-002086,1,PART,PT-0144,6,,224.77
WO-002086,2,PART,PT-0035,2,,57.59
WO-002086,3,PART,PT-0080,2,,47.88
WO-002086,4,LABOR,,,6.72,517.44
WO-002086,5,LABOR,,,6.04,465.08
WO-002087,1,PART,PT-0161,4,,212.01
WO-002087,2,PART,PT-0086,1,,124.6
WO-002087,3,PART,PT-0156,2,,397.22
WO-002087,4,PART,PT-0032,2,,182.05
WO-002087,5,LABOR,,,6.44,450.8
WO-002087,6,LABOR,,,6.42,449.4
WO-002088,1,PART,PT-0019,1,,40.27
WO-002088,2,PART,PT-0199,2,,81.4
WO-002088,3,PART,PT-0027,1,,441.83
WO-002088,4,LABOR,,,1.72,94.6
WO-002089,1,PART,PT-0145,2,,62.68
WO-002089,2,PART,PT-0052,1,,80.15
WO-002089,3,LABOR,,,2.22,134.31
WO-002089,4,LABOR,,,2.9,175.45
WO-002090,1,PART,PT-0078,1,,19.94
WO-002090,2,PART,PT-0090,3,,72.25
WO-002090,3,LABOR,,,5.64,310.2
WO-002091,1,PART,PT-0093,1,,122.84
WO-002091,2,PART,PT-0048,1,,20.67
WO-002091,3,LABOR,,,2.42,169.4
WO-002091,4,LABOR,,,3.12,218.4
WO-002093,1,PART,PT-0085,2,,63.27
WO-002093,2,PART,PT-0004,1,,41.9
WO-002093,3,PART,PT-0154,1,,28.97
WO-002093,4,LABOR,,,7.67,421.85
WO-002093,5,LABOR,,,5.15,283.25
WO-002094,1,PART,PT-0134,5,,198.48
WO-002094,2,LABOR,,,8.48,593.6
WO-002094,3,LABOR,,,7.76,543.2
WO-002095,1,PART,PT-0153,2,,253.92
WO-002095,2,LABOR,,,4.13,249.87
WO-002096,1,PART,PT-0054,5,,175.83
WO-002096,2,LABOR,,,11.71,1024.62
WO-002096,3,LABOR,,,10.83,947.62
WO-002097,1,PART,PT-0034,3,,117.57
WO-002097,2,LABOR,,,13.49,1335.51
WO-002098,1,PART,PT-0069,2,,74.0
WO-002098,2,PART,PT-0035,4,,117.84
WO-002098,3,LABOR,,,4.08,224.4
WO-002098,4,LABOR,,,3.42,188.1
WO-002099,1,PART,PT-0066,2,,322.14
WO-002099,2,PART,PT-0031,4,,237.79
WO-002099,3,PART,PT-0023,3,,432.05
WO-002099,4,LABOR,,,4.03,277.06
WO-002100,1,PART,PT-0149,6,,219.0
WO-002100,2,PART,PT-0091,1,,49.64
WO-002100,3,PART,PT-0176,2,,260.41
WO-002100,4,PART,PT-0013,1,,111.11
WO-002100,5,LABOR,,,4.33,238.15
WO-002101,1,PART,PT-0027,1,,432.27
WO-002101,2,LABOR,,,2.14,117.7
WO-002101,3,LABOR,,,1.98,108.9
WO-002102,1,LABOR,,,4.04,399.96
WO-002102,2,LABOR,,,5.04,498.96
WO-002103,1,PART,PT-0116,1,,173.55
WO-002103,2,PART,PT-0026,2,,322.35
WO-002103,3,PART,PT-0070,1,,19.73
WO-002103,4,LABOR,,,2.56,197.12
WO-002104,1,PART,PT-0027,1,,395.03
WO-002104,2,PART,PT-0156,1,,204.2
WO-002104,3,LABOR,,,5.23,287.65
WO-002105,1,PART,PT-0121,2,,99.92
WO-002105,2,PART,PT-0015,1,,30.96
WO-002105,3,PART,PT-0135,1,,19.76
WO-002105,4,LABOR,,,1.72,154.8
WO-002105,5,LABOR,,,2.2,198.0
WO-002106,1,PART,PT-0117,1,,403.31
WO-002106,2,PART,PT-0180,1,,31.33
WO-002106,3,PART,PT-0066,2,,311.37
WO-002106,4,PART,PT-0168,1,,20.66
WO-002106,5,LABOR,,,4.02,243.21
WO-002107,1,PART,PT-0087,2,,954.92
WO-002107,2,LABOR,,,4.68,421.2
WO-002108,1,PART,PT-0010,1,,23.8
WO-002108,2,PART,PT-0120,1,,20.88
WO-002108,3,LABOR,,,1.7,130.9
WO-002108,4,LABOR,,,1.79,137.83
WO-002109,1,PART,PT-0139,1,,40.06
WO-002109,2,PART,PT-0179,1,,50.07
WO-002109,3,PART,PT-0151,1,,49.27
WO-002109,4,PART,PT-0098,1,,19.44
WO-002109,5,PART,PT-0026,2,,331.29
WO-002109,6,LABOR,,,9.77,671.69
WO-002109,7,LABOR,,,13.76,946.0
WO-002110,1,PART,PT-0039,2,,91.95
WO-002110,2,PART,PT-0081,1,,46.77
WO-002110,3,LABOR,,,11.54,1298.25
WO-002110,4,LABOR,,,9.35,1051.88
WO-002111,1,PART,PT-0143,1,,113.81
WO-002111,2,LABOR,,,14.21,1094.17
WO-002111,3,LABOR,,,15.5,1193.5
WO-002112,1,LABOR,,,1.85,183.15
WO-002114,1,LABOR,,,1.93,135.1
WO-002115,1,PART,PT-0080,1,,22.44
WO-002115,2,PART,PT-0163,3,,319.21
WO-002115,3,LABOR,,,8.25,499.13
WO-002115,4,LABOR,,,5.79,350.3
WO-002116,1,PART,PT-0148,1,,17.85
WO-002116,2,PART,PT-0082,1,,87.93
WO-002116,3,LABOR,,,5.19,285.45
WO-002116,4,LABOR,,,5.94,326.7
WO-002118,1,PART,PT-0088,1,,17.0
WO-002118,2,LABOR,,,2.23,220.77
WO-002119,1,PART,PT-0114,2,,58.33
WO-002119,2,PART,PT-0021,3,,150.06
WO-002119,3,PART,PT-0039,3,,135.81
WO-002119,4,LABOR,,,20.28,1561.56
WO-002120,1,PART,PT-0089,3,,124.67
WO-002120,2,PART,PT-0131,2,,111.25
WO-002120,3,LABOR,,,8.92,490.6
WO-002120,4,LABOR,,,7.64,420.2
WO-002121,1,PART,PT-0126,2,,253.06
WO-002121,2,PART,PT-0135,1,,21.27
WO-002121,3,LABOR,,,6.88,416.24
WO-002121,4,LABOR,,,5.44,329.12
WO-002122,1,PART,PT-0194,3,,103.93
WO-002122,2,PART,PT-0030,2,,54.79
WO-002122,3,LABOR,,,9.4,822.5
WO-002123,1,PART,PT-0101,2,,94.12
WO-002123,2,PART,PT-0195,1,,21.19
WO-002123,3,PART,PT-0053,2,,228.86
WO-002123,4,PART,PT-0132,3,,223.57
WO-002123,5,LABOR,,,9.67,870.3
WO-002124,1,LABOR,,,2.93,290.07
WO-002125,1,PART,PT-0104,2,,59.38
WO-002125,2,PART,PT-0176,1,,133.23
WO-002125,3,LABOR,,,4.01,360.9
WO-002126,1,PART,PT-0030,3,,77.53
WO-002126,2,PART,PT-0123,1,,127.61
WO-002126,3,PART,PT-0165,2,,67.02
WO-002126,4,PART,PT-0068,5,,103.05
WO-002126,5,PART,PT-0054,1,,35.1
WO-002126,6,LABOR,,,7.31,657.9
WO-002127,1,PART,PT-0197,1,,340.87
WO-002127,2,PART,PT-0129,2,,85.49
WO-002127,3,PART,PT-0172,2,,166.25
WO-002127,4,LABOR,,,7.34,660.6
WO-002128,1,PART,PT-0001,2,,114.9
WO-002128,2,PART,PT-0162,1,,82.37
WO-002128,3,PART,PT-0158,1,,17.64
WO-002128,4,LABOR,,,3.41,238.7
WO-002129,1,LABOR,,,3.9,386.1
WO-002130,1,PART,PT-0150,1,,25.77
WO-002130,2,LABOR,,,3.36,378.0
WO-002131,1,PART,PT-0047,3,,1304.98
WO-002131,2,LABOR,,,1.69,92.95
WO-002131,3,LABOR,,,2.22,122.1
WO-002132,1,PART,PT-0155,1,,32.77
WO-002132,2,PART,PT-0003,1,,116.09
WO-002132,3,PART,PT-0145,1,,29.74
WO-002132,4,PART,PT-0136,3,,501.67
WO-002132,5,LABOR,,,8.11,729.9
WO-002133,1,PART,PT-0053,5,,562.51
WO-002133,2,LABOR,,,2.6,200.2
WO-002134,1,PART,PT-0077,6,,2246.05
WO-002134,2,PART,PT-0167,3,,1581.08
WO-002134,3,PART,PT-0167,2,,1058.17
WO-002134,4,PART,PT-0088,3,,49.57
WO-002134,5,LABOR,,,7.31,657.9
WO-002135,1,PART,PT-0102,6,,615.56
WO-002135,2,LABOR,,,6.51,455.7
WO-002136,1,PART,PT-0010,2,,47.07
WO-002136,2,LABOR,,,1.6,144.0
WO-002136,3,LABOR,,,2.25,202.5
WO-002137,1,PART,PT-0007,1,,353.78
WO-002138,1,PART,PT-0041,1,,36.64
WO-002138,2,PART,PT-0169,1,,46.36
WO-002138,3,PART,PT-0184,2,,61.08
WO-002138,4,LABOR,,,6.01,462.77
WO-002139,1,PART,PT-0177,1,,503.5
WO-002139,2,PART,PT-0171,2,,89.77
WO-002139,3,PART,PT-0021,5,,246.45
WO-002139,4,PART,PT-0072,3,,197.41
WO-002139,5,LABOR,,,7.13,490.19
WO-002139,6,LABOR,,,9.14,628.38
WO-002140,1,PART,PT-0043,1,,147.69
WO-002140,2,PART,PT-0121,2,,101.6
WO-002140,3,PART,PT-0152,1,,94.22
WO-002140,4,PART,PT-0196,3,,443.86
WO-002140,5,LABOR,,,4.73,325.19
WO-002141,1,PART,PT-0183,1,,143.92
WO-002141,2,LABOR,,,3.54,247.8
WO-002141,3,LABOR,,,3.67,256.9
WO-002142,1,PART,PT-0151,1,,51.12
WO-002142,2,PART,PT-0087,1,,438.65
WO-002142,3,PART,PT-0072,1,,66.77
WO-002142,4,PART,PT-0045,2,,55.33
WO-002142,5,LABOR,,,11.42,799.4
WO-002143,1,PART,PT-0190,1,,26.84
WO-002143,2,LABOR,,,1.38,106.26
WO-002143,3,LABOR,,,1.28,98.56
WO-002144,1,PART,PT-0095,1,,30.62
WO-002144,2,PART,PT-0190,1,,24.52
WO-002144,3,LABOR,,,3.28,324.72
WO-002145,1,PART,PT-0097,3,,1360.21
WO-002145,2,PART,PT-0181,1,,54.83
WO-002145,3,LABOR,,,8.24,634.48
WO-002145,4,LABOR,,,6.68,514.36
WO-002146,1,PART,PT-0052,3,,216.34
WO-002146,2,LABOR,,,2.32,127.6
WO-002147,1,LABOR,,,1.28,77.44
WO-002148,1,PART,PT-0071,6,,295.58
WO-002148,2,PART,PT-0085,1,,33.39
WO-002148,3,LABOR,,,10.05,773.85
WO-002148,4,LABOR,,,13.52,1041.04
WO-002149,1,PART,PT-0089,2,,77.38
WO-002149,2,PART,PT-0017,1,,552.08
WO-002149,3,PART,PT-0100,2,,43.44
WO-002149,4,PART,PT-0079,1,,40.86
WO-002149,5,PART,PT-0014,1,,49.13
WO-002149,6,LABOR,,,8.46,651.42
WO-002150,1,PART,PT-0188,4,,68.27
WO-002150,2,PART,PT-0127,1,,412.83
WO-002150,3,LABOR,,,3.01,231.77
WO-002151,1,PART,PT-0106,2,,274.24
WO-002151,2,PART,PT-0084,3,,133.69
WO-002151,3,PART,PT-0107,1,,483.8
WO-002151,4,PART,PT-0045,1,,28.11
WO-002151,5,LABOR,,,5.75,402.5
WO-002151,6,LABOR,,,8.09,566.3
WO-002152,1,PART,PT-0034,1,,41.48
WO-002152,2,PART,PT-0044,2,,70.7
WO-002152,3,LABOR,,,5.43,298.65
WO-002152,4,LABOR,,,7.51,413.05
WO-002153,1,PART,PT-0200,1,,25.67
WO-002153,2,PART,PT-0119,4,,137.03
WO-002153,3,LABOR,,,4.49,444.51
WO-002154,1,PART,PT-0108,2,,40.87
WO-002154,2,LABOR,,,1.72,132.44
WO-002155,1,PART,PT-0124,2,,62.83
WO-002155,2,PART,PT-0111,2,,114.75
WO-002155,3,LABOR,,,7.0,612.5
WO-002156,1,PART,PT-0005,4,,110.14
WO-002156,2,PART,PT-0121,1,,47.93
WO-002156,3,PART,PT-0086,3,,378.79
WO-002156,4,PART,PT-0027,2,,837.18
WO-002156,5,LABOR,,,8.58,600.6
WO-002157,1,PART,PT-0041,3,,112.48
WO-002157,2,LABOR,,,3.55,214.78
WO-002157,3,LABOR,,,3.46,209.33
WO-002158,1,PART,PT-0105,3,,73.89
WO-002158,2,LABOR,,,1.58,177.75
WO-002158,3,LABOR,,,2.22,249.75
WO-002159,1,PART,PT-0100,2,,43.69
WO-002159,2,PART,PT-0157,1,,402.7
WO-002159,3,PART,PT-0108,1,,18.06
WO-002159,4,LABOR,,,4.11,248.66
WO-002160,1,PART,PT-0198,3,,65.95
WO-002160,2,PART,PT-0130,6,,132.25
WO-002160,3,PART,PT-0107,2,,944.15
WO-002160,4,LABOR,,,3.93,353.7
WO-002160,5,LABOR,,,4.36,392.4
WO-002162,1,PART,PT-0095,2,,62.47
WO-002162,2,LABOR,,,6.28,565.2
WO-002163,1,PART,PT-0118,1,,15.63
WO-002163,2,PART,PT-0073,3,,363.39
WO-002163,3,LABOR,,,18.15,1397.55
WO-002164,1,PART,PT-0071,1,,49.86
WO-002164,2,LABOR,,,11.67,641.85
WO-002165,1,PART,PT-0189,2,,93.22
WO-002165,2,PART,PT-0135,6,,125.71
WO-002165,3,LABOR,,,9.89,890.1
WO-002166,1,PART,PT-0028,2,,30.27
WO-002166,2,PART,PT-0152,1,,98.43
WO-002166,3,PART,PT-0037,1,,464.38
WO-002166,4,LABOR,,,2.16,194.4
WO-002166,5,LABOR,,,2.29,206.1
WO-002167,1,PART,PT-0150,1,,25.66
WO-002167,2,PART,PT-0086,1,,133.65
WO-002167,3,PART,PT-0161,2,,104.3
WO-002167,4,PART,PT-0070,6,,114.67
WO-002167,5,PART,PT-0143,1,,117.09
WO-002167,6,LABOR,,,8.44,649.88
WO-002167,7,LABOR,,,12.5,962.5
WO-002168,1,PART,PT-0184,1,,31.93
WO-002168,2,LABOR,,,8.46,761.4
WO-002169,1,PART,PT-0155,3,,98.47
WO-002169,2,PART,PT-0182,1,,85.54
WO-002169,3,LABOR,,,6.41,721.12
WO-002170,1,PART,PT-0114,1,,29.83
WO-002170,2,LABOR,,,8.54,516.67
WO-002170,3,LABOR,,,8.08,488.84
WO-002171,1,PART,PT-0101,6,,278.31
WO-002171,2,PART,PT-0084,1,,46.1
WO-002171,3,PART,PT-0045,2,,57.54
WO-002171,4,PART,PT-0022,1,,94.37
WO-002171,5,PART,PT-0199,1,,39.58
WO-002171,6,LABOR,,,15.66,947.43
WO-002172,1,PART,PT-0073,1,,124.04
WO-002172,2,PART,PT-0052,1,,81.51
WO-002172,3,PART,PT-0085,3,,91.68
WO-002172,4,PART,PT-0038,3,,46.86
WO-002172,5,LABOR,,,14.76,1033.2
WO-002172,6,LABOR,,,13.36,935.2
WO-002173,1,PART,PT-0134,1,,41.27
WO-002173,2,PART,PT-0162,4,,338.8
WO-002173,3,LABOR,,,24.14,1858.78
WO-002174,1,PART,PT-0093,1,,118.31
WO-002174,2,PART,PT-0127,1,,410.06
WO-002174,3,PART,PT-0069,4,,155.66
WO-002174,4,PART,PT-0028,1,,16.2
WO-002174,5,LABOR,,,2.58,141.9
WO-002174,6,LABOR,,,3.19,175.45
WO-002175,1,PART,PT-0131,3,,174.25
WO-002175,2,LABOR,,,4.52,447.48
WO-002176,1,PART,PT-0179,2,,97.1
WO-002176,2,PART,PT-0019,2,,83.65
WO-002176,3,PART,PT-0031,1,,56.77
WO-002176,4,LABOR,,,2.72,244.8
WO-002177,1,PART,PT-0102,1,,99.08
WO-002177,2,LABOR,,,0.93,92.07
WO-002178,1,PART,PT-0157,1,,412.06
WO-002178,2,PART,PT-0086,1,,134.68
WO-002178,3,PART,PT-0061,3,,119.31
WO-002178,4,LABOR,,,2.96,227.92
WO-002178,5,LABOR,,,2.4,184.8
WO-002179,1,PART,PT-0062,1,,87.53
WO-002179,2,PART,PT-0195,1,,21.19
WO-002179,3,LABOR,,,4.24,477.0
WO-002179,4,LABOR,,,3.23,363.38
WO-002180,1,PART,PT-0188,6,,96.5
WO-002180,2,PART,PT-0081,2,,93.77
WO-002180,3,LABOR,,,7.46,574.42
WO-002181,1,PART,PT-0083,2,,247.06
WO-002181,2,PART,PT-0153,6,,745.03
WO-002181,3,LABOR,,,3.88,266.75
WO-002182,1,PART,PT-0016,1,,179.54
WO-002182,2,PART,PT-0036,2,,280.44
WO-002182,3,PART,PT-0009,2,,82.55
WO-002182,4,PART,PT-0104,4,,121.84
WO-002182,5,PART,PT-0018,1,,20.81
WO-002182,6,LABOR,,,3.95,271.56
WO-002182,7,LABOR,,,5.49,377.44
WO-002183,1,PART,PT-0010,2,,45.41
WO-002183,2,PART,PT-0170,1,,22.37
