work_order_id,payment_sequence,payment_method,paid_date,payment_amount
WO-002047,3,bank_transfer,2017-11-08,480.18
WO-002048,1,bank_transfer,2017-10-13,636.44
WO-002049,1,bank_transfer,2017-09-06,2915.85
WO-002050,1,purchase_order,2017-10-31,2373.35
WO-002051,1,bank_transfer,2017-09-17,1242.24
WO-002052,1,purchase_order,2017-10-14,687.35
WO-002053,1,bank_transfer,2017-10-02,833.37
WO-002053,2,purchase_order,2017-10-23,410.95
WO-002054,1,corporate_card,2017-09-23,621.65
WO-002055,1,bank_transfer,2017-09-26,606.56
WO-002056,1,bank_transfer,2017-10-20,736.44
WO-002056,2,bank_transfer,2017-11-24,539.84
WO-002057,1,bank_transfer,2017-09-11,496.14
WO-002058,1,purchase_order,2017-09-28,1790.75
WO-002059,1,bank_transfer,2017-09-03,1123.31
WO-002060,1,bank_transfer,2017-10-23,406.71
WO-002062,1,purchase_order,2017-09-21,863.31
WO-002062,2,bank_transfer,2017-11-03,255.47
WO-002063,1,purchase_order,2017-10-24,974.35
WO-002064,1,purchase_order,2017-10-03,1158.75
WO-002065,1,purchase_order,2017-11-01,620.2
WO-002066,1,bank_transfer,2017-10-15,958.56
WO-002067,1,purchase_order,2017-09-19,338.56
WO-002067,2,bank_transfer,2017-10-23,161.77
WO-002068,1,bank_transfer,2017-11-03,1091.23
WO-002069,1,bank_transfer,2017-09-18,550.09
WO-002070,1,bank_transfer,2017-08-29,86.91
WO-002070,2,corporate_card,2017-09-28,224.9
WO-002070,3,purchase_order,2017-10-27,377.74
WO-002071,1,bank_transfer,2017-09-21,2007.27
WO-002072,1,corporate_card,2017-10-01,615.67
WO-002073,1,bank_transfer,2017-09-22,1353.34
WO-002074,1,bank_transfer,2017-09-15,1881.5
WO-002075,1,bank_transfer,2017-09-10,131.24
WO-002075,2,purchase_order,2017-10-06,216.01
WO-002076,1,bank_transfer,2017-09-13,120.56
WO-002076,2,bank_transfer,2017-10-19,230.94
WO-002076,3,bank_transfer,2017-11-17,64.41
WO-002077,1,purchase_order,2017-09-25,265.29
WO-002077,2,bank_transfer,2017-10-13,160.05
WO-002078,1,purchase_order,2017-10-12,834.53
WO-002079,1,purchase_order,2017-09-09,453.7
WO-002080,1,bank_transfer,2017-09-08,331.24
WO-002080,2,bank_transfer,2017-10-07,237.21
WO-002081,1,bank_transfer,2017-09-26,2218.46
WO-002082,1,bank_transfer,2017-10-08,1082.72
WO-002083,1,purchase_order,2017-10-11,787.57
WO-002084,1,bank_transfer,2017-10-30,1224.76
WO-002085,1,corporate_card,2017-09-28,841.32
WO-002086,1,bank_transfer,2017-10-15,1476.22
WO-002087,1,bank_transfer,2017-10-28,1928.63
WO-002088,1,bank_transfer,2017-09-21,768.48
WO-002089,1,bank_transfer,2017-10-26,643.73
WO-002090,1,bank_transfer,2017-09-27,493.3
WO-002091,1,purchase_order,2017-10-29,632.85
WO-002093,1,bank_transfer,2017-09-26,442.02
WO-002093,2,purchase_order,2017-10-29,478.92
WO-002094,1,corporate_card,2017-10-29,1439.82
WO-002095,1,bank_transfer,2017-10-18,655.73
WO-002096,1,bank_transfer,2017-09-28,2439.44
WO-002097,1,bank_transfer,2017-10-23,993.07
WO-002097,2,bank_transfer,2017-12-06,620.08
WO-002098,1,corporate_card,2017-09-10,710.84
WO-002099,1,purchase_order,2017-09-08,1504.41
WO-002100,1,purchase_order,2017-10-20,987.74
WO-002101,1,corporate_card,2017-10-19,780.43
WO-002102,1,corporate_card,2017-08-30,1045.37
WO-002103,1,purchase_order,2017-10-10,477.58
WO-002103,2,bank_transfer,2017-11-20,168.17
WO-002103,3,purchase_order,2018-01-03,215.19
WO-002104,1,purchase_order,2017-10-01,1009.27
WO-002105,1,purchase_order,2017-09-19,598.21
WO-002106,1,bank_transfer,2017-09-16,1138.33
WO-002107,1,purchase_order,2017-11-06,1499.35
WO-002108,1,purchase_order,2017-09-09,478.0
WO-002109,1,corporate_card,2017-10-10,2380.39
WO-002110,1,bank_transfer,2017-10-04,1334.9
WO-002110,2,bank_transfer,2017-11-07,1420.36
WO-002111,1,bank_transfer,2017-09-19,2591.39
WO-002112,1,bank_transfer,2017-11-02,334.8
WO-002114,1,purchase_order,2017-08-28,64.76
WO-002114,2,bank_transfer,2017-09-25,158.31
WO-002115,1,bank_transfer,2017-10-28,1333.24
WO-002116,1,bank_transfer,2017-11-03,831.35
WO-002118,1,bank_transfer,2017-09-20,378.05
WO-002119,1,purchase_order,2017-09-24,309.69
WO-002119,2,purchase_order,2017-11-05,868.89
WO-002119,3,bank_transfer,2017-12-01,880.68
WO-002120,1,purchase_order,2017-10-21,1257.16
WO-002121,1,purchase_order,2017-10-24,558.92
WO-002121,2,bank_transfer,2017-12-07,641.29
WO-002122,1,purchase_order,2017-11-16,1191.29
WO-002123,1,purchase_order,2017-09-19,1559.19
WO-002124,1,purchase_order,2017-10-08,468.31
WO-002125,1,bank_transfer,2017-10-15,672.35
WO-002126,1,bank_transfer,2017-10-25,1179.33
WO-002127,1,bank_transfer,2017-09-25,1373.71
WO-002128,1,corporate_card,2017-11-14,556.81
WO-002129,1,purchase_order,2017-10-15,545.07
WO-002130,1,corporate_card,2017-09-12,423.69
WO-002130,2,purchase_order,2017-10-09,281.37
WO-002131,1,purchase_order,2017-10-15,1621.62
WO-002132,1,bank_transfer,2017-11-01,1492.41
WO-002133,1,purchase_order,2017-11-09,913.16
WO-002134,1,purchase_order,2017-09-26,5702.93
WO-002135,1,bank_transfer,2017-11-09,1158.89
WO-002136,1,bank_transfer,2017-10-14,476.58
WO-002138,1,corporate_card,2017-11-01,355.6
WO-002138,2,purchase_order,2017-11-24,380.57
WO-002139,1,bank_transfer,2017-10-15,2389.56
WO-002140,1,purchase_order,2017-09-30,653.29
WO-002140,2,bank_transfer,2017-11-02,746.0
WO-002141,1,purchase_order,2017-10-28,733.58
WO-002142,1,corporate_card,2017-09-04,1513.92
WO-002143,1,purchase_order,2017-11-18,258.71
WO-002143,2,bank_transfer,2017-12-04,135.81
WO-002144,1,bank_transfer,2017-10-20,528.57
WO-002145,1,purchase_order,2017-09-25,2710.06
WO-002146,1,bank_transfer,2017-10-04,463.74
WO-002147,1,purchase_order,2017-10-18,204.13
WO-002148,1,corporate_card,2017-09-25,2319.88
WO-002149,1,corporate_card,2017-11-06,1606.17
WO-002150,1,bank_transfer,2017-10-14,892.93
WO-002151,1,corporate_card,2017-10-24,1991.72
WO-002152,1,bank_transfer,2017-10-29,491.77
WO-002152,2,purchase_order,2017-11-16,262.51
WO-002152,3,bank_transfer,2017-12-03,177.65
WO-002153,1,purchase_order,2017-09-09,257.46
WO-002153,2,purchase_order,2017-10-01,518.89
WO-002154,1,corporate_card,2017-11-05,312.53
WO-002155,1,bank_transfer,2017-10-11,1072.52
WO-002156,1,bank_transfer,2017-09-25,2062.95
WO-002157,1,bank_transfer,2017-10-15,725.61
WO-002158,1,purchase_order,2017-10-02,370.52
WO-002158,2,bank_transfer,2017-10-30,414.42
WO-002159,1,bank_transfer,2017-09-11,439.31
WO-002159,2,bank_transfer,2017-09-29,422.21
WO-002160,1,bank_transfer,2017-11-10,1997.69
WO-002162,1,bank_transfer,2017-10-22,395.5
WO-002162,2,purchase_order,2017-11-13,144.64
WO-002162,3,purchase_order,2017-12-08,182.63
WO-002163,1,bank_transfer,2017-10-13,1935.38
WO-002164,1,bank_transfer,2017-10-07,798.61
WO-002165,1,bank_transfer,2017-11-03,1226.62
WO-002166,1,purchase_order,2017-10-28,328.87
WO-002166,2,bank_transfer,2017-12-05,759.19
WO-002167,1,bank_transfer,2017-09-06,2244.07
WO-002168,1,bank_transfer,2017-10-01,902.3
WO-002169,1,bank_transfer,2017-09-12,135.6
WO-002169,2,bank_transfer,2017-10-10,850.7
WO-002169,3,corporate_card,2017-10-25,174.52
WO-002170,1,corporate_card,2017-09-15,1219.36
WO-002171,1,purchase_order,2017-11-04,1623.21
WO-002172,1,bank_transfer,2017-10-14,2423.69
WO-002173,1,bank_transfer,2017-10-06,2382.39
WO-002174,1,purchase_order,2017-09-24,1108.38
WO-002175,1,purchase_order,2017-11-25,803.14
WO-002176,1,bank_transfer,2017-10-11,598.08
WO-002177,1,bank_transfer,2017-09-24,377.77
WO-002178,1,bank_transfer,2017-09-07,1207.42
WO-002179,1,bank_transfer,2017-10-09,781.76
WO-002179,2,purchase_order,2017-10-28,401.53
WO-002180,1,bank_transfer,2017-11-08,947.13
WO-002181,1,purchase_order,2017-09-15,1462.36
WO-002182,1,bank_transfer,2017-11-17,927.2
WO-002182,2,corporate_card,2017-12-15,638.19
WO-002183,1,bank_transfer,2017-10-18,1683.93
WO-002184,1,purchase_order,2017-09-23,1921.86
WO-002185,1,bank_transfer,2017-10-03,1530.86
WO-002186,1,bank_transfer,2017-09-26,2497.8
WO-002187,1,purchase_order,2017-10-18,1175.92
WO-002188,1,bank_transfer,2017-09-23,2632.95
WO-002189,1,purchase_order,2017-10-23,731.37
WO-002190,1,bank_transfer,2017-10-25,461.84
WO-002191,1,bank_transfer,2017-11-13,1402.92
WO-002192,1,bank_transfer,2017-10-15,730.73
WO-002192,2,purchase_order,2017-11-22,879.3
WO-002193,1,bank_transfer,2017-10-21,411.33
WO-002194,1,bank_transfer,2017-10-14,2145.98
WO-002195,1,bank_transfer,2017-09-24,2540.49
WO-002196,1,purchase_order,2017-10-17,1379.63
WO-002196,2,bank_transfer,2017-11-20,1240.42
WO-002197,1,purchase_order,2017-10-17,2897.38
WO-002198,1,purchase_order,2017-09-20,976.7
WO-002198,2,bank_transfer,2017-10-28,784.14
WO-002199,1,corporate_card,2017-10-07,689.72
WO-002200,1,purchase_order,2017-10-01,515.35
WO-002200,2,purchase_order,2017-10-31,411.57
WO-002201,1,bank_transfer,2017-10-06,346.25
WO-002201,2,bank_transfer,2017-10-26,297.07
WO-002202,1,bank_transfer,2017-09-17,708.8
WO-002203,1,purchase_order,2017-11-22,1113.39
WO-002204,1,bank_transfer,2017-10-27,756.63
WO-002205,1,bank_transfer,2017-09-25,1082.43
WO-002206,1,corporate_card,2017-11-07,1362.8
WO-002207,1,bank_transfer,2017-10-03,490.8
WO-002208,1,purchase_order,2017-10-20,983.05
WO-002209,1,corporate_card,2017-10-09,1537.89
WO-002210,1,bank_transfer,2017-09-27,868.25
WO-002210,2,purchase_order,2017-10-22,589.13
WO-002210,3,bank_transfer,2017-11-20,880.75
WO-002211,1,bank_transfer,2017-10-21,899.52
WO-002212,1,bank_transfer,2017-10-25,722.44
WO-002213,1,bank_transfer,2017-10-08,495.57
WO-002214,1,bank_transfer,2017-10-01,916.46
WO-002214,2,bank_transfer,2017-11-09,243.08
WO-002215,1,corporate_card,2017-10-24,348.64
WO-002216,1,bank_transfer,2017-10-13,1620.17
WO-002217,1,bank_transfer,2017-11-08,979.44
WO-002219,1,bank_transfer,2017-09-22,1372.19
WO-002219,2,bank_transfer,2017-11-05,1605.42
WO-002220,1,purchase_order,2017-11-05,542.49
WO-002220,2,purchase_order,2017-11-29,437.36
WO-002221,1,purchase_order,2017-10-01,1031.26
WO-002222,1,purchase_order,2017-10-03,1390.2
WO-002223,1,purchase_order,2017-09-25,178.99
WO-002223,2,bank_transfer,2017-10-30,219.55
WO-002224,1,corporate_card,2017-10-25,1769.02
WO-002225,1,purchase_order,2017-11-06,1638.64
WO-002226,1,purchase_order,2017-10-04,1840.87
WO-002227,1,bank_transfer,2017-10-25,671.88
WO-002228,1,bank_transfer,2017-10-22,1481.45
WO-002229,1,bank_transfer,2017-10-13,1319.21
WO-002230,1,purchase_order,2017-09-25,3506.17
WO-002231,1,bank_transfer,2017-10-05,658.42
WO-002231,2,bank_transfer,2017-11-06,934.86
WO-002232,1,bank_transfer,2017-10-30,849.41
WO-002233,1,purchase_order,2017-10-18,4458.11
WO-002234,1,corporate_card,2017-11-04,145.05
WO-002234,2,bank_transfer,2017-12-08,295.06
WO-002234,3,corporate_card,2017-12-27,270.69
WO-002235,1,bank_transfer,2017-10-07,888.79
WO-002236,1,bank_transfer,2017-09-21,3353.58
WO-002237,1,corporate_card,2017-10-15,1139.5
WO-002238,1,bank_transfer,2017-10-06,967.0
WO-002238,2,bank_transfer,2017-10-22,2158.32
WO-002239,1,purchase_order,2017-10-05,1965.1
WO-002240,1,bank_transfer,2017-10-04,473.52
WO-002241,1,purchase_order,2017-09-25,798.71
WO-002242,1,bank_transfer,2017-10-11,952.83
WO-002243,1,corporate_card,2017-10-23,1047.71
WO-002244,1,purchase_order,2017-10-19,4548.02
WO-002245,1,bank_transfer,2017-09-22,889.05
WO-002246,1,bank_transfer,2017-09-27,765.43
WO-002247,1,purchase_order,2017-10-20,913.25
WO-002248,1,bank_transfer,2017-10-13,897.06
WO-002249,1,bank_transfer,2017-11-07,2518.76
WO-002250,1,purchase_order,2017-10-28,755.15
WO-002251,1,purchase_order,2017-10-22,516.02
WO-002252,1,corporate_card,2017-10-12,1381.98
WO-002253,1,bank_transfer,2017-11-11,1436.17
WO-002254,1,purchase_order,2017-10-20,4049.55
WO-002255,1,bank_transfer,2017-09-26,981.64
WO-002256,1,purchase_order,2017-10-22,1029.39
WO-002256,2,bank_transfer,2017-12-05,456.92
WO-002257,1,bank_transfer,2017-10-09,543.79
WO-002257,2,bank_transfer,2017-11-08,162.64
WO-002258,1,corporate_card,2017-10-03,473.76
WO-002258,2,bank_transfer,2017-10-30,384.78
WO-002259,1,bank_transfer,2017-10-14,519.04
WO-002260,1,corporate_card,2017-09-21,974.35
WO-002262,1,purchase_order,2017-10-12,872.15
WO-002264,1,bank_transfer,2017-10-30,783.62
WO-002265,1,bank_transfer,2017-11-27,594.99
WO-002266,1,bank_transfer,2017-10-23,1224.5
WO-002267,1,corporate_card,2017-09-25,155.38
WO-002267,2,bank_transfer,2017-10-31,335.99
WO-002268,1,bank_transfer,2017-11-10,1491.46
WO-002269,1,purchase_order,2017-10-17,1850.0
WO-002270,1,bank_transfer,2017-10-12,562.23
WO-002271,1,purchase_order,2017-09-25,2181.57
WO-002272,1,bank_transfer,2017-10-25,1615.77
WO-002273,1,corporate_card,2017-10-25,588.19
WO-002274,1,bank_transfer,2017-11-25,1456.79
WO-002275,1,purchase_order,2017-11-08,948.13
WO-002275,2,corporate_card,2017-11-30,454.29
WO-002276,1,bank_transfer,2017-10-24,703.55
WO-002276,2,bank_transfer,2017-11-09,376.79
WO-002277,1,purchase_order,2017-10-21,1848.19
WO-002278,1,bank_transfer,2017-12-10,293.98
WO-002279,1,bank_transfer,2017-10-06,505.37
WO-002280,1,bank_transfer,2017-10-27,185.15
WO-002281,1,purchase_order,2017-10-18,1574.43
WO-002282,1,bank_transfer,2017-10-17,295.69
WO-002282,2,corporate_card,2017-11-14,308.77
WO-002283,1,purchase_order,2017-11-03,508.54
WO-002284,1,corporate_card,2017-09-27,1598.35
WO-002285,1,bank_transfer,2017-11-02,1495.83
WO-002286,1,bank_transfer,2017-11-04,853.39
WO-002286,2,bank_transfer,2017-12-03,913.27
WO-002287,1,bank_transfer,2017-10-26,1621.81
WO-002288,1,bank_transfer,2017-10-13,1056.1
WO-002289,1,purchase_order,2017-12-03,1525.39
WO-002290,1,bank_transfer,2017-11-02,1150.18
WO-002290,2,purchase_order,2017-12-06,1348.29
WO-002291,1,bank_transfer,2017-10-17,373.38
WO-002291,2,bank_transfer,2017-11-15,385.86
WO-002292,1,bank_transfer,2017-09-29,647.7
WO-002292,2,purchase_order,2017-10-30,185.63
WO-002293,1,bank_transfer,2017-09-27,277.79
WO-002294,1,corporate_card,2017-11-14,784.86
WO-002295,1,bank_transfer,2017-10-29,868.93
WO-002296,1,purchase_order,2017-10-21,224.69
WO-002297,1,corporate_card,2017-10-09,311.95
WO-002297,2,bank_transfer,2017-11-03,1402.52
WO-002298,1,purchase_order,2017-10-20,2868.02
WO-002299,1,bank_transfer,2017-09-20,980.38
WO-002300,1,purchase_order,2017-10-17,157.59
WO-002300,2,bank_transfer,2017-11-17,268.06
WO-002300,3,corporate_card,2017-12-18,70.14
WO-002301,1,bank_transfer,2017-10-22,2227.87
WO-002302,1,purchase_order,2017-10-03,1707.99
WO-002303,1,bank_transfer,2017-11-02,1082.33
WO-002304,1,bank_transfer,2017-11-25,2142.86
WO-002304,2,purchase_order,2018-01-08,1075.76
WO-002305,1,bank_transfer,2017-10-06,1996.38
WO-002306,1,bank_transfer,2017-11-22,1669.47
WO-002307,1,purchase_order,2017-09-21,1878.96
WO-002308,1,purchase_order,2017-10-21,1083.42
WO-002309,1,bank_transfer,2017-11-09,562.65
WO-002309,2,corporate_card,2017-12-14,272.06
WO-002310,1,purchase_order,2017-10-29,540.18
WO-002311,1,bank_transfer,2017-11-06,383.27
WO-002311,2,bank_transfer,2017-11-27,419.02
WO-002312,1,purchase_order,2017-10-20,1345.21
WO-002313,1,bank_transfer,2017-10-18,951.9
WO-002314,1,bank_transfer,2017-10-20,620.62
WO-002316,1,bank_transfer,2017-11-19,1559.87
WO-002317,1,purchase_order,2017-11-16,353.88
WO-002317,2,bank_transfer,2017-12-10,173.05
WO-002318,1,bank_transfer,2017-11-25,1553.6
WO-002319,1,bank_transfer,2017-10-17,427.11
WO-002320,1,bank_transfer,2017-10-23,496.54
WO-002321,1,bank_transfer,2017-12-03,793.84
WO-002322,1,purchase_order,2017-10-15,856.98
WO-002323,1,corporate_card,2017-10-12,604.48
WO-002325,1,bank_transfer,2017-10-12,348.6
WO-002325,2,corporate_card,2017-11-04,341.52
WO-002326,1,corporate_card,2017-11-27,918.47
WO-002327,1,bank_transfer,2017-10-31,1917.65
WO-002328,1,purchase_order,2017-09-25,1970.24
WO-002329,1,purchase_order,2017-10-13,338.89
WO-002329,2,bank_transfer,2017-11-16,246.98
WO-002330,1,bank_transfer,2017-11-12,470.92
WO-002331,1,bank_transfer,2017-10-28,6583.7
WO-002332,1,corporate_card,2017-11-10,2639.94
WO-002333,1,bank_transfer,2017-10-13,1582.78
WO-002334,1,purchase_order,2017-10-25,1658.6
WO-002335,1,bank_transfer,2017-10-23,1370.13
WO-002336,1,purchase_order,2017-10-15,528.45
WO-002336,2,bank_transfer,2017-11-09,187.89
WO-002337,1,purchase_order,2017-10-11,835.65
WO-002338,1,purchase_order,2017-11-30,1467.6
WO-002340,1,bank_transfer,2017-11-06,1219.64
WO-002341,1,purchase_order,2017-10-22,1380.82
WO-002342,1,bank_transfer,2017-11-01,1157.81
WO-002343,1,corporate_card,2017-11-19,645.81
WO-002343,2,bank_transfer,2018-01-02,668.98
WO-002344,1,bank_transfer,2017-10-13,2432.57
WO-002345,1,bank_transfer,2017-11-21,2139.04
WO-002346,1,bank_transfer,2017-10-02,1362.18
WO-002347,1,purchase_order,2017-10-31,588.58
WO-002348,1,purchase_order,2017-12-02,738.41
WO-002348,2,bank_transfer,2017-12-20,347.56
WO-002348,3,bank_transfer,2018-01-12,866.28
WO-002349,1,corporate_card,2017-11-01,2309.11
WO-002350,1,bank_transfer,2017-12-04,2863.98
WO-002351,1,bank_transfer,2017-11-20,3129.99
WO-002352,1,bank_transfer,2017-10-12,784.92
WO-002353,1,bank_transfer,2017-11-08,609.66
WO-002354,1,corporate_card,2017-11-07,316.23
WO-002355,1,purchase_order,2017-10-08,524.18
WO-002356,1,purchase_order,2017-10-20,508.97
WO-002357,1,corporate_card,2017-11-23,440.1
WO-002358,1,bank_transfer,2017-10-21,1586.8
WO-002359,1,bank_transfer,2017-11-16,2825.72
WO-002360,1,bank_transfer,2017-12-05,1644.29
WO-002361,1,corporate_card,2017-11-27,750.52
WO-002362,1,bank_transfer,2017-10-20,1661.29
WO-002363,1,purchase_order,2017-10-21,455.11
WO-002364,1,bank_transfer,2017-12-10,2650.68
WO-002365,1,bank_transfer,2017-09-22,299.88
WO-002365,2,purchase_order,2017-10-08,422.43
WO-002366,1,purchase_order,2017-11-22,438.29
WO-002367,1,bank_transfer,2017-11-24,1931.95
WO-002368,1,bank_transfer,2017-10-19,618.67
WO-002369,1,bank_transfer,2017-11-20,717.75
WO-002370,1,corporate_card,2017-10-18,728.5
WO-002371,1,bank_transfer,2017-10-23,611.78
WO-002372,1,purchase_order,2017-09-27,1460.21
WO-002373,1,purchase_order,2017-10-31,1056.49
WO-002374,1,corporate_card,2017-10-25,625.28
WO-002375,1,corporate_card,2017-10-07,947.79
WO-002376,1,purchase_order,2017-10-16,1422.35
WO-002377,1,bank_transfer,2017-11-28,370.78
WO-002378,1,bank_transfer,2017-11-04,1231.08
WO-002379,1,corporate_card,2017-11-03,1005.6
WO-002380,1,purchase_order,2017-11-09,1557.12
WO-002381,1,purchase_order,2017-10-16,1125.82
WO-002382,1,corporate_card,2017-11-07,2257.95
WO-002383,1,bank_transfer,2017-10-28,462.27
WO-002383,2,bank_transfer,2017-11-12,635.26
WO-002384,1,purchase_order,2017-10-14,1709.3
WO-002385,1,bank_transfer,2017-10-26,1950.29
WO-002386,1,purchase_order,2017-09-25,715.5
WO-002387,1,bank_transfer,2017-11-11,278.39
WO-002387,2,bank_transfer,2017-11-28,1822.28
WO-002388,1,bank_transfer,2017-12-18,597.71
WO-002388,2,purchase_order,2018-01-13,360.72
WO-002390,1,purchase_order,2017-10-29,1189.1
WO-002390,2,corporate_card,2017-11-14,731.68
WO-002391,1,bank_transfer,2017-10-23,1388.22
WO-002392,1,corporate_card,2017-11-06,1197.67
WO-002394,1,bank_transfer,2017-10-17,2037.35
WO-002395,1,bank_transfer,2017-10-24,958.15
WO-002395,2,bank_transfer,2017-11-17,1084.67
WO-002395,3,bank_transfer,2017-12-09,574.43
WO-002396,1,bank_transfer,2017-11-06,558.66
WO-002397,1,bank_transfer,2017-10-19,1238.81
WO-002398,1,bank_transfer,2017-11-08,1958.28
WO-002399,1,purchase_order,2017-10-28,570.96
WO-002400,1,bank_transfer,2017-11-12,715.97
WO-002401,1,bank_transfer,2017-11-08,149.51
WO-002401,2,bank_transfer,2017-12-06,347.42
WO-002402,1,purchase_order,2017-11-29,1478.82
WO-002402,2,bank_transfer,2017-12-19,1291.37
WO-002403,1,corporate_card,2017-10-20,178.22
WO-002403,2,bank_transfer,2017-11-14,411.2
WO-002403,3,bank_transfer,2017-12-01,239.73
WO-002404,1,purchase_order,2017-10-17,285.04
WO-002405,1,purchase_order,2017-11-11,1942.36
WO-002406,1,bank_transfer,2017-10-27,639.19
WO-002407,1,bank_transfer,2017-10-16,1427.24
WO-002408,1,bank_transfer,2017-10-13,418.98
WO-002409,1,corporate_card,2017-11-10,658.87
WO-002409,2,corporate_card,2017-12-01,783.15
WO-002410,1,purchase_order,2017-11-06,546.83
WO-002411,1,purchase_order,2017-11-14,933.95
WO-002412,1,bank_transfer,2017-11-16,941.76
WO-002413,1,bank_transfer,2017-11-23,185.33
WO-002413,2,purchase_order,2017-12-09,426.17
WO-002414,1,bank_transfer,2017-11-09,447.78
WO-002415,1,purchase_order,2017-12-04,760.12
WO-002416,1,bank_transfer,2017-10-24,587.06
WO-002417,1,bank_transfer,2017-11-30,375.72
WO-002418,1,purchase_order,2017-11-19,334.38
WO-002418,2,bank_transfer,2017-12-18,703.31
WO-002419,1,corporate_card,2017-11-14,1343.45
WO-002420,1,purchase_order,2017-10-09,574.55
WO-002421,1,bank_transfer,2017-12-21,593.02
WO-002422,1,purchase_order,2017-12-14,1717.89
WO-002423,1,bank_transfer,2017-11-28,865.08
WO-002424,1,bank_transfer,2017-10-23,900.94
WO-002425,1,purchase_order,2017-11-01,751.06
WO-002426,1,bank_transfer,2017-10-19,1436.43
WO-002427,1,corporate_card,2017-10-04,1227.99
WO-002427,2,bank_transfer,2017-10-24,877.64
WO-002428,1,bank_transfer,2017-10-30,31.97
WO-002428,2,bank_transfer,2017-12-02,149.39
WO-002429,1,purchase_order,2017-10-24,635.5
WO-002431,1,bank_transfer,2017-10-24,1434.65
WO-002432,1,corporate_card,2017-11-02,843.12
WO-002433,1,corporate_card,2017-11-17,2329.95
WO-002434,1,purchase_order,2017-11-13,1045.08
WO-002435,1,purchase_order,2017-10-02,609.95
WO-002436,1,bank_transfer,2017-10-22,152.76
WO-002436,2,corporate_card,2017-11-25,246.62
WO-002437,1,bank_transfer,2017-11-22,1889.26
WO-002438,1,purchase_order,2017-11-09,885.17
WO-002440,1,bank_transfer,2017-11-13,1001.14
WO-002441,1,corporate_card,2017-11-16,954.74
WO-002441,2,purchase_order,2017-12-12,340.38
WO-002442,1,bank_transfer,2017-12-10,596.45
WO-002443,1,bank_transfer,2017-10-19,592.49
WO-002444,1,corporate_card,2017-10-29,1256.84
WO-002445,1,bank_transfer,2017-10-25,1130.88
WO-002446,1,bank_transfer,2017-12-02,580.73
WO-002447,1,bank_transfer,2017-11-14,2272.82
WO-002448,1,bank_transfer,2017-11-22,1074.91
WO-002449,1,bank_transfer,2017-12-14,588.48
WO-002450,1,bank_transfer,2017-11-26,529.06
WO-002451,1,purchase_order,2017-11-15,467.0
WO-002451,2,corporate_card,2017-12-05,1071.1
WO-002451,3,bank_transfer,2017-12-21,731.72
WO-002452,1,bank_transfer,2017-12-26,321.25
WO-002452,2,purchase_order,2018-01-23,214.69
WO-002453,1,purchase_order,2017-12-20,432.84
WO-002453,2,bank_transfer,2018-01-04,1245.1
WO-002454,1,bank_transfer,2017-11-30,2872.35
WO-002455,1,corporate_card,2017-10-23,418.88
WO-002455,2,purchase_order,2017-11-08,730.26
WO-002456,1,bank_transfer,2017-12-04,835.68
WO-002457,1,purchase_order,2017-12-06,1832.27
WO-002458,1,bank_transfer,2017-11-18,2600.54
WO-002459,1,corporate_card,2017-12-06,769.08
WO-002459,2,purchase_order,2018-01-02,396.14
WO-002460,1,corporate_card,2017-10-18,1155.09
WO-002460,2,bank_transfer,2017-11-08,1045.51
WO-002461,1,purchase_order,2017-12-06,1526.72
WO-002462,1,corporate_card,2017-11-07,1340.25
WO-002463,1,bank_transfer,2017-10-15,2996.9
WO-002464,1,bank_transfer,2017-11-20,755.21
WO-002465,1,bank_transfer,2017-12-06,1156.07
WO-002465,2,bank_transfer,2017-12-31,2806.54
WO-002466,1,bank_transfer,2017-10-20,1093.56
WO-002468,1,purchase_order,2017-11-13,1763.18
WO-002469,1,purchase_order,2017-11-22,321.22
WO-002471,1,bank_transfer,2017-11-01,3829.15
WO-002472,1,bank_transfer,2017-10-15,485.94
WO-002472,2,bank_transfer,2017-11-13,610.14
WO-002473,1,bank_transfer,2017-11-17,299.96
WO-002474,1,bank_transfer,2017-12-12,1559.69
WO-002475,1,purchase_order,2017-12-10,678.82
WO-002476,1,bank_transfer,2017-12-21,174.84
WO-002476,2,bank_transfer,2018-01-09,103.72
WO-002476,3,bank_transfer,2018-02-20,336.17
WO-002477,1,corporate_card,2017-11-04,688.36
WO-002477,2,corporate_card,2017-12-02,915.01
WO-002479,1,corporate_card,2017-11-22,337.44
WO-002479,2,bank_transfer,2018-01-04,482.54
WO-002480,1,purchase_order,2017-10-24,523.98
WO-002481,1,bank_transfer,2017-11-09,2984.44
WO-002483,1,purchase_order,2017-11-19,1208.65
WO-002484,1,bank_transfer,2017-10-27,1060.15
WO-002485,1,bank_transfer,2017-11-26,2070.48
WO-002486,1,bank_transfer,2017-12-30,1717.39
WO-002487,1,bank_transfer,2017-11-19,1431.23
WO-002489,1,purchase_order,2017-11-14,140.26
WO-002489,2,bank_transfer,2017-12-28,278.64
WO-002490,1,bank_transfer,2017-11-23,1483.67
WO-002491,1,purchase_order,2017-11-27,878.18
WO-002492,1,bank_transfer,2017-11-11,1190.7
WO-002493,1,bank_transfer,2017-11-20,564.77
WO-002493,2,bank_transfer,2017-12-12,557.35
WO-002494,1,purchase_order,2017-10-24,468.67
WO-002494,2,bank_transfer,2017-11-13,385.65
WO-002495,1,bank_transfer,2017-10-20,874.57
WO-002495,2,bank_transfer,2017-11-25,274.85
